Hisse,Adi,Sektor,Alt Grup,Aciklama,Beta,FiyatKazanc Orani,PDDD Orani,FiyatSatis Orani,Kar Marji (%),Dolasimdaki Lot,Toplam Gelir,Net Kar,Son Kapanis Fiyati,52 Hafta En Yuksek,52 Hafta En Dusuk,Ortalama Hacim (10 gun),Piyasa Degeri,Son Fiyat,1 Ay Degisim (%),3 Ay Degisim (%),6 Ay Degisim (%),1 Yil Degisim (%),5 Yil Degisim (%),Volatilite
BINBN.IS,BIN ULASIM TEKNOLOJILERI,N/A,N/A,N/A,0.3073333333333334,45.049023,172088.17295995334,2.7887602,33.209666666666664,2283698464.0,79723833600.0,19129077205.333332,92.35,139.3,84.05,1640223.0,1562300032.0,1500016.0774998665,-6.367804282052998,-0.1086939936098845,-2.872875174975429,46.49569749787285,1190.9728308457998,0.720977261391033
BINHO.IS,1000 YATIRIMLAR HOL.,Industrials,Conglomerates,"1000 Yatirimlar Holding Anonim Sirketi, an investment company, focuses on transportation, software, and energy solutions. It engages in the micro mobility, electric charging station, renewable energy, software, toy, and moped rental businesses. The company was incorporated in 2022 and is based in Istanbul, Turkey.",0.5784696969696969,447261.5858784082,1.3640747,4.9470663,81.56700000000001,47000000.0,3063937024.0,2499168512.0,321.0,710.0,242.0,436138.0,15157499904.0,180.15131856189979,11.015490533562824,-13.770053475935828,-16.50485436893204,43.333333333333336,393.93796967967387,0.6076744067057042
BIOEN.IS,BIOTREND CEVRE VE ENERJI,Utilities,Utilities - Renewable,"Biotrend Cevre ve Enerji Yatirimlari A.S. engages in the solid waste management and power generation activities in Turkey. It is involved in the landfill gas, biomethanization, biomass, waste disposal, waste separation, waste fuel preparation and supply, steam sales and greenhouse, and compost activities. The company also offers ATY, an alternative solid fuel obtained from the non-recyclable combustible material remaining after the recyclable materials; and carbon certificates. It operates 19 plants with installed capacity of 99.2MWe. The company was founded in 2017 and is based in Istanbul, Turkey. Biotrend Cevre ve Enerji Yatirimlari A.S. operates as a subsidiary of Doganlar Investment Holding A.S.",-0.033,17.707071,3.087355,4.1006045,-1.4460000000000002,500000000.0,2137489792.0,-30902054.0,17.85,23.88,14.44,5030235.0,8765000704.0,17.530000686645508,1.918604122489924,11.656056685430158,-15.150044452486616,5.985488006767743,236.79156471848376,0.5084610302704169
BIZIM.IS,BIZIM MAGAZALARI,Consumer Cyclical,Department Stores,"Bizim Toptan Satis Magazalari A.S. engages in the wholesale and retail of fast moving consumer goods in Turkey. The company sells food, non-alcoholic beverages, tobacco products, cleaning and personal care products, and paper products to grocery stores, markets, specialized retailers, wholesalers, hotels, restaurants and cafes, gas station markets, school canteens, SEC Market business partners, and individual customers, as well as to tax payers and legal entities, markets, buffets, catering companies, and corporate customers. It wholesales various product types consisting of branded and private label products. The company sells its products through Bizimtoptan.com.tr, a digital sales platform. The company was incorporated in 2001 and is based in Istanbul, Turkey. Bizim Toptan Satis Magazalari A.S. is a subsidiary of Yildiz Holding A.S.",-0.036,272758.92834240035,0.4505332,0.09141173,-4.259,80476096.0,25477892096.0,-1085082624.0,29.16,51.65,25.66,323208.0,2328978176.0,28.940000534057617,2.8429323445666723,-1.0259891908647394,-16.886844377659855,-18.753505328849517,177.76451564420194,0.4729590987257968
BJKAS.IS,BESIKTAS FUTBOL YAT.,Communication Services,Entertainment,"Besiktas Futbol Yatirimlari Sanayi ve Ticaret A.S. engages in professional football activities in Turkey. The company invests in professional football teams; and establishes and operates football facilities. Besiktas Futbol Yatirimlari Sanayi ve Ticaret A.S. was founded in 1995 and is based in Istanbul, Turkey.",0.603,15.625,15.078099329999995,1.5477077,12.279,1200000000.0,3876701184.0,476004512.0,4.84,89.75,4.1,53334746.0,6000000000.0,5.0,12.35955537772684,-12.28069881910019,-84.93975938223048,-88.63636363636364,89.39393186810071,0.9376041548302628
BLCYT.IS,BILICI YATIRIM,Consumer Cyclical,Textile Manufacturing,"Bilici Yatirim Sanayi ve Ticaret A.S. engages in the textile, real estate, and tourism businesses in Turkey. The company is involved in the production of textiles, fabrics, cloths, dyeing, finishing, and sizing operations or outsourcing; and semi-finished products and raw materials, including cotton weaving and various clothing made of polyester, gin, pressed sawgin, and yarn. It also engages in the purchase, lease, and building of real estate properties; tourism activities; and generation and sale of electricity. In addition, the company produces and distributes citrus, pomegranate, plum, and peach, as well as industrial products comprising corn, cotton, soybean and wheat. Bilici Yatirim Sanayi ve Ticaret A.S. was founded in 1950 and is based in Adana, Turkey.",0.6020684931506849,272758.92834240035,0.5715131,3.6996143,16.977999999999998,100000000.0,417340800.0,70856232.0,15.3,28.3,14.03,1261673.0,1544000000.0,15.4399995803833,-10.49275605574898,-18.565399124792517,-8.204519259685634,10.999279293707836,766.6488858364982,0.496071442677909
BMSCH.IS,BMS CELIK HASIR,Basic Materials,Steel,"Bms Celik Hasir Sanayi Ve Ticaret Anonim Sirketi operates in the steel business. It manufactures and trades in steel mesh, cold drawn bar iron, high carbon steel wire, cold drawn coil, galvanized wire, knitting wire, fencing wire, stirrups, kilt, and ready-made iron products. The company was incorporated in 2004 and is based in Manisa, Turkey.",-0.616,164.3772290717037,1.6556861,0.58349276,0.438,36085000.0,2144718720.0,9393006.0,34.76,45.14,16.72,2937819.0,1251427840.0,34.68000030517578,-4.251796973013598,56.92307559530205,42.59868725473865,117.15716797309696,573.8533878561499,0.5585679364043693
BMSTL.IS,BMS BIRLESIK METAL,Basic Materials,Steel,"Bms Birlesik Metal Sanayi ve Ticaret A.S. manufactures and sells galvanized steel wires in Turkey. The company offers hot-dip galvanized, Zn-AI coated steel, stranded, and black annealed wires. It serves automotive, energy, agriculture, construction, environmental protection system, and industrial application sectors. It also exports its products to various countries, including Europe, North America, South America, and internationally. Bms Birlesik Metal Sanayi ve Ticaret A.S. was founded in 1968 and is based in Istanbul, Turkey.",0.4229387755102041,164.3772290717037,2.3685427,2.6987982,-4.5739997,150000000.0,1707426688.0,-78097536.0,34.12,35.62,13.86976,5599149.0,4608000000.0,30.71999931335449,10.265608902895282,28.99811718376568,39.61947448323821,145.25693262987105,563.7845062394674,0.5205146409126276
BNTAS.IS,BANTAS AMBALAJ,Consumer Cyclical,Packaging & Containers,"Bantas Bandirma Ambalaj Sanayi ve Ticaret A.S. engages in tin packaging production activities in Turkey. The company offers cheese cans; oil cans for olive and vegetable oil companies; olive/pickle tin boxes; and thinner/antifreeze/mineral oil cans. It also serves the mineral oil and paint industries. The company exports its products to various countries. The company was incorporated in 1986 and is based in Balikesir, Turkey.",0.359,22.545454,1.5308641,1.9010247,31.583,120938000.0,788854080.0,249139984.0,11.8,16.16,6.5,3453766.0,1499631104.0,12.399999618530272,7.826083639393682,12.217189180931864,2.904559520791722,96.20252028047985,778.7370835187994,0.5787073060923583
BOBET.IS,BOGAZICI BETON SANAYI,Basic Materials,Building Materials,"Bogazici Beton Sanayi Ve Ticaret Anonim Sirketi produces and sells ready-made concrete and aggregates under the Bosphorus Concrete brand in Turkey. It offers standard concretes; special and technical concretes, such as fibre reinforced, colored, pressed concrete, and ready plaster; boutique concretes for industrial field, marine structure, and construction and precast production sites. Bogazici Beton Sanayi Ve Ticaret Anonim Sirketi was founded in 1997 and is headquartered in Istanbul, Turkey.",-0.22,12.857142,1.9537446,1.1794747,10.3920005,380000000.0,7538949632.0,783460928.0,23.48,41.68,18.61,3667847.0,8892000256.0,23.399999618530277,5.215826705711283,11.266269113271882,-11.666134575675796,-14.359159578584435,614.7619788362193,0.5037167777755699
BORLS.IS,BORLEASE OTOMOTIV,Industrials,Rental & Leasing Services,"Borlease Otomotiv A.S. offers car rental services in Turkey. It provides fleet leasing and management services, mobility services, and vehicle and driver support services. The company was incorporated in 2013 and is headquartered in Istanbul, Turkey.",0.5784696969696969,447261.5858784082,3.727253,5.088581,18.080999,168700000.0,2254380800.0,407614688.0,66.95,68.05,28.1,1241068.0,11471599616.0,180.15131856189979,34.38735583120221,75.43860408843838,86.59639020852646,142.9758661738849,393.93796967967387,0.6076744067057042
BORSK.IS,BOR SEKER,Consumer Defensive,Confectioners,"Bor Seker Anonim Sirketi engages in the production and sale of beet sugar in Turkey. It offers crystal candy, cube sugar, stick candy, fresh pulp, packaged pulp, molasses. The company was founded in 1983 and is based in Istanbul, Turkey.",0.13753333333333334,8.035972,1.2494408,1.3695232,21.024999,240000000.0,3914939136.0,823127488.0,22.16,55.6,20.52,1684066.0,5361600000.0,101.90880947453635,0.457059872527554,-3.870059791727385,-22.414552362884347,-21.9891361793999,2135.6450401554416,0.6228069890757029
BOSSA.IS,BOSSA,Consumer Cyclical,Textile Manufacturing,"Bossa Ticaret ve Sanayi Isletmeleri T.A.S. engages in the production, marketing, and sale of textile products in Turkey and internationally. It also offers various denim fabrics. The company was incorporated in 1951 and is headquartered in Adana, Turkey.",0.589,272758.92834240035,1.2510967,2.078945,7.536,1265410048.0,4339880960.0,327066976.0,7.16,10.34,4.46,12407531.0,9022373888.0,7.130000114440918,-12.407864696349057,-2.060440811050203,-14.71291378886494,63.90805220128316,1729.8661424850948,0.5480329741616831
BRISA.IS,BRISA,Consumer Cyclical,Auto Parts,"Brisa Bridgestone Sabanci Lastik Sanayi ve Ticaret A.S. engages in the manufacture, marketing, and sale of vehicle tires in Turkey and internationally. The company offers tires for radial, passenger car, pickup truck, minibus, tread rubber, automobiles, light commercial vehicles, buses, trucks, and agricultural and construction machinery under the Bridgestone, Lassa, Dayton, Firestone, and Kinesis brand names; tire retreading services under the Bandag brand name; and vehicle maintenance services. It provides digital fleet services through Filofix road assistance mobile application and fleet services under the Probox, Mobilfix, and Propratik brands. The company offers its products and services through its stores and e-commerce platform under Lastik.com.tr website. The company was formerly known as Lassa Lastik Sanayi ve Ticaret A.S. and changed its name to Brisa Bridgestone Sabanci Lastik Sanayi ve Ticaret A.S. in 1988. Brisa Bridgestone Sabanci Lastik Sanayi ve Ticaret A.S. was incorporated in 1974 and is headquartered in Istanbul, Turkey.",0.503,12.415197,1.7106321,1.1226602,13.41,305116992.0,24867903488.0,3170253824.0,87.7,157.4,75.3,230837.0,27918204928.0,91.5,-2.9177718832891246,-2.6595744680851063,-17.863555882677446,22.755684714373277,1132.2238874680536,0.4767018617701716
BRKO.IS,BIRKO MENSUCAT,Consumer Cyclical,Textile Manufacturing,"Birko Birlesik Koyunlulular Mensucat Ticaret ve Sanayi A.S. manufactures and sells carpets under the Koyunlu Carpet brand in Turkey and internationally. It offers range of carpets, including lyre, Tryana, Kemerhisar, Silk Authentic, Silk, enjoy, alliance, and Aria. The company was incorporated in 1972 and is based in Nigde, Turkey.",-0.053,272758.92834240035,1.9063596,56.524418,749.1865426395744,140000000.0,30960072.0,-365704640.0,12.4,12.5,3.14,1444777.0,1750000000.0,12.5,63.18538184074585,38.88888888888889,32.97872880078291,243.40658350967465,3471.4286322496387,0.7219483860331781
BRKSN.IS,BERKOSAN YALITIM,Industrials,Conglomerates,"Berkosan Yalitim Ve Tecrit Maddeleri Uretim Ve Ticaret A.S. manufactures and sells insulation and isolation materials in Turkey and internationally. The company offers polyethylene, polypropylene, and cross-linked foams. It also provides a range of services, such as interstory screed application, wall and roof insulation, soundproofing and thermal insulation, refrigerated cooler vehicle insulation, air conditioning inside and outside tools, sound and vibration isolation, and heat and noise prevention in mechanical installations. The company sells its products under the Foamex, Airpack, Polyberk, Proberk, Airfoam, and Reflekt X brand names. In addition, it exports its products. The company provides its services to the companies in the construction, packaging, fitting, automotive, shoes and bags, sea products, and sports/entertainment sectors. Berkosan Yalitim Ve Tecrit Maddeleri Uretim Ve Ticaret A.S. was incorporated in 1993 and is headquartered in Istanbul, Turkey.",0.5784696969696969,20.254238,1.4436725,1.5365968,9.043,31200000.0,485280224.0,43885444.0,23.66,56.0,21.9,737127.0,745680000.0,23.899999618530277,2.049528354708207,-18.98408929535944,-29.956942788151785,12.85809447758804,1699.8639560702172,0.6537049694715916
BRKVY.IS,BIRIKIM VARLIK YONETIM,Financial Services,Asset Management,"Birikim Varlik Yonetim Anonim Sirketi operates as an asset management company. The company engages in the purchase and sale of receivables and other assets of banks, private financial institutions, and other financial institutions; collection of purchased receivables from the debtor; and development, sale, operation, and leasing of real estate or other goods. It also provides consultancy and intermediary services in restructuring the receivables and other assets of banks and other financial institutions; restructuring and improvement activities, including additional financing and capital to customers; and consultancy services to companies in the areas of corporate and financial restructuring. The company was Incorporated in 2016 and is based in Istanbul, Turkey. Birikim Varlik Yonetim Anonim Sirketi is a subsidiary of Altinhas Yatrim Holding.",0.6029491525423728,10.580646,4.190087,2.8692558,29.902,56000000.0,960249024.0,287135008.0,49.62,241.4,39.54,1311971.0,2755200000.0,49.20000076293945,0.0,1.1513186272987397,-13.30396341332255,11.965936619262852,228.5915418948334,0.8042144475052342
BRLSM.IS,BIRLESIM MUHENDISLIK,Industrials,Engineering & Construction,"Birlesim Muhendislik Isitma Sogutma Havalandirma Sanayi ve Ticaret Anonim Sirketi provides heating, cooling, ventilation, and other mechanical installation services. The company also offers plumbing, fire protection and fire stop systems, natural gas distribution systems, and medical gas systems, as well as testing, adjusting, and commissioning solutions. It serves hospitals and medical buildings, industrial facilities, business and life centers, commercial buildings, hotels, shopping centers, and residences. The company was incorporated in 2002 and is headquartered in Istanbul, Turkey.",-0.137,447261.5858784082,5.0402956,0.9252719,-9.981,224000000.0,3633785856.0,-362673216.0,14.8,37.96,13.62,2668999.0,3362240000.0,15.010000228881836,-0.858653312370976,-1.249997255049219,-17.7534234033872,-29.530512833233068,235.0062795880556,0.5826985378258204
BRMEN.IS,BIRLIK MENSUCAT,Consumer Cyclical,Textile Manufacturing,"Birlik Mensucat Ticaret ve Sanayi Isletmesi A.S. engages in the manufacture and sale of cotton yarns in Turkey. The company offers cotton terry towels, bathrobes, home textile products, curtains, mattresses, and bed bases under the SOLEY brand. It also provides gabardine and poplin fabrics. The company was founded in 1953 and is based in Kayseri, Turkey.",0.364,285.0,11.176471,3.814346,-17.997,44627000.0,66688728.0,-12002016.0,5.56,7.75,3.5,275648.0,254373888.0,5.699999809265137,-12.30769524207482,7.954537552414832,13.999996185302734,46.153837689281424,681.2831506706175,0.6937281150339936
BRSAN.IS,BORUSAN BORU SANAYI,Basic Materials,Steel,"Borusan Birlesik Boru Fabrikalari Sanayi ve Ticaret A.S. manufactures, produces, and sells steel pipes in Turkey. It offers spiral (helical) welded pipes, LSAW and ERW line pipes, ERW natural gas pipes, industrial pipes and profiles, water pipes, construction pipes and profiles, SRM installation pipes, hydraulic cylinder pipes, cold drawn pipes, advanced processed pipes, precision pipes and profiles, and OCTG pipes. The company also exports its products. It serves water, construction, industrial, automotive, and energy applications. The company was formerly known as Borusan Mannesmann Boru Sanayi ve Ticaret A.S. and changed its name to Borusan Birlesik Boru Fabrikalari Sanayi ve Ticaret A.S. in November 2023. The company was incorporated in 1958 and is headquartered in Istanbul, Turkey. Borusan Birlesik Boru Fabrikalari Sanayi ve Ticaret A.S. is a subsidiary of BMB Holding A.S.",0.4229387755102041,46.94861,2.0805755,1.045977,2.224,141750000.0,59425181696.0,1321383040.0,431.0,784.0,348.25,659111.0,62157373440.0,438.5,-5.035192203573362,-6.702127659574468,-4.932249322493225,-16.950757575757574,3743.120121508641,0.6161587294920083
BRYAT.IS,BORUSAN YAT. PAZ.,Basic Materials,Steel,"Borusan Yatirim ve Pazarlama A.S. invests in companies operating in steel, automotive, logistics, automotive supply, informatics and telecommunications, and e-commerce industries. The company was incorporated in 1977 and is based in Istanbul, Turkey.",1.596,34.48333,2.3232477,536.126,1686.61,27537100.0,106783920.0,1801027840.0,2083.0,4690.0,1697.0,84042.0,57249632256.0,2079.0,-3.794539565016196,3.484320557491289,-10.0,-3.934316561817666,3640.454937595871,0.6642533375747819
BSOKE.IS,BATISOKE CIMENTO,Basic Materials,Building Materials,"Batisoke Soke Cimento Sanayii T.A.S. engages in the production and sale of cement and clinker products in Turkey. The company offers portland cement clinkers; and portland cement, sulphate resistant portland cement, portland compound cement, and pozzolanic cement, as well as aggregates. It also exports its products. The company was founded in 1955 and is headquartered in Izmir, Turkey. Batisoke Soke Cimento Sanayii T.A.S. is a subsidiary of Baticim Bati Anadolu Cimento Sanayii Anonim Sirketi.",0.887,12.5,0.7238509,6.1469545,46.873,1600000000.0,3123497984.0,1464065024.0,12.27,92.4,10.78,12033986.0,19200000000.0,12.0,-77.37983002341527,-76.07178537410884,-62.33521729406023,10.80332488029758,809.0908729668835,0.837250730244485
BTCIM.IS,BATI CIMENTO,Basic Materials,Building Materials,"Baticim Bati Anadolu Cimento Sanayii Anonim Sirketi operates in the cement industry in Turkey and internationally. It provides Portland cement clinkers and potassium silicate cements; Portland, sulphate resistant Portland, Portland compound, and pozzolanic cements; and aggregate and cement bypass dust products. The company was founded in 1966 and is headquartered in Izmir, Turkey.",0.48,9.192183,1.9324268,2.4699786,28.067,180000000.0,10282681344.0,2885989120.0,142.2,251.0,91.25,944610.0,25398001664.0,141.10000610351562,0.4270506074844306,-19.829541986638848,-13.647483859207505,31.746039321942717,4137.237517605745,0.5639240825131653
BUCIM.IS,BURSA CIMENTO,Basic Materials,Building Materials,"Bursa Cimento Fabrikasi A.S., together with its subsidiaries, produces and sells cement and ready-mixed concrete in Turkey. The company offers Portland, Portland composite, and puzolanic cement, as well as bulk and bagged cement, lime, gypsum, fly ash, aggregate, coal, clay, trass, clinker, slag, chemical additives, and raw materials used in cement production. It also engages in the provision of transportation, loading, pumping, and application services; and trade, including raw materials, fuel, hazardous and non-hazardous waste, various raw materials, products, semi-finished products, auxiliary materials, construction machinery and equipment, and products in bulk and packaged form. In addition, the company produces steel for automotive, machinery, and agricultural machinery-tools industries; and engages in general cargo handling, and mining activities. It also exports its products. The company was incorporated in 1966 and is based in Bursa, Turkey.",0.545,14.847459,1.4928426,1.3743429,17.764,1500000000.0,9560933376.0,1698363136.0,8.4,9.4,6.22,5959494.0,13140000768.0,8.760000228881836,20.82758936388739,18.165476996486625,5.980548923577343,28.09822542169759,948.061717430616,0.4850806699558792
BURCE.IS,BURCELIK,Industrials,Specialty Industrial Machinery,"Burcelik Bursa Celik Dokum Sanayii A.S. engages in the steel casting and machinery manufacturing business in Turkey and internationally. The company offers stationary plant products, including jaw, impact, cone, vertical impact, and hammer crushers; and screen and sand machines, as well as supplementary products, such as hopper, feeders, conveyor belts, washers, surge bin, stock silos, and digital automation systems. It also provides mobile jaw, impact, and cone crushers, as well as mobile screens and padders. In addition, the company offers foundry products comprising sheet metal forming die holders for automotive industry; slag ladles, coiler drums, bed plates, roller mantles, and blast furnace bells for iron and steel industries; supporting rolls, ball mill heads, breaker plates, double impact crusher plates, roller mantle carriers, and rotor assembly products for cement industry; and coal mill heads, wear plates, and rotor assembly parts for energy industry. Further, it provides stern tube bosses, rudder parts, marine engine crankshaft housings, and assorted cast parts for maritime industry; butterfly valve bodies, discs, and other valve accessories for valve industry; track shoes for earth moving machinery; rough turned gears, nodular iron drums, stainless steel hubs, planet carriers, refractory tile dies, wire sheaves, and nodular iron gearbox parts for general machinery industry; and pitmans, pulleys, flywheels, cone crusher concaves, and blow bars, as well as ball mill gears, pinions, and shafts for mining and crushing industry. The company was founded in 1968 and is headquartered in Bursa, Turkey.",1.628,447261.5858784082,0.25292292,1.7921466,14.009,84240000.0,896857024.0,125637600.0,18.9,35.6,12.34,3896171.0,1607299200.0,19.07999992370605,-9.44470716630813,-10.000003598770876,-15.713053739440872,75.60975909475283,3516.9448899112317,0.720118242193049
BURVA.IS,BURCELIK VANA,Industrials,Metal Fabrication,"Burcelik Vana Sanayi ve Ticaret A.S. engages in steel casting, and machinery and valve production businesses in Turkey and internationally. The company offers wafer, lug, double flanged, two piece PTFE, and vulcanized seat lug butterfly valves; flanged 2 piece, monoblock wafer type, two/three piece threaded, geothermal, floating / trunnion flanged, welded oil and gas, top entry, threaded / socket weld class 800, and double block and bleed ball valves; cast steel, forged, knife, and rubber sealing gate valves; and casted and forged globe valves. It also provides flanged / welded swing, forged steel threaded / socket weld swing, flanged / welded piston, forged steel threaded / socket weld piston, dual plate wafer / lug type, wafer swing, and spring wafer check valves; lubricated / nun-lubricated flanged and PFA lined flanged plug valves; sanitary strainers, sanitary butterfly, and sanitary check valves; and diaphragm valves, as well as T and Y type strainers. In addition, the company offers electric and pneumatic actuators, limit switch and gear boxes, selenoid valves, and positioners. It serves petrochemical and industrial plants, shipyards and offshore, petroleum and natural gas, mining and iron-steel, and energy and geothermal, as well as heating, irrigation, and water treatment markets. The company was incorporated in 1998 and is headquartered in Nilufer, Turkey.",0.5784696969696969,447261.5858784082,9.199264,5.6926403,-2.698,7347670.0,148434128.0,-4004528.0,114.3,194.8,71.75,491208.0,844982080.0,115.0,-8.802536564977908,-18.67043496183684,-10.366331048637957,70.49667190977836,1311.0430108306984,0.7379589022954292
BVSAN.IS,BULBULOGLU VINC,Industrials,Farm & Heavy Construction Machinery,"Bulbuloglu Vinc Sanayi ve Ticaret Anonim Sirketi manufactures and sells heavy machinery and equipment. It offers travelling cranes, gantry cranes, process cranes, lifting groups, jib cranes, and crane equipment, as well as ship loaders, transfer cars, grill cleaning machines, fixed puller cranes, and rotating/horizontal bridge carrying systems. Bulbuloglu Vinc Sanayi ve Ticaret Anonim Sirketi was founded in 1985 and is headquartered in Sincan, Turkey.",0.5784696969696969,0.013800521,3.2666402,1.5534931,10.7209995,37600000.0,2189208064.0,234715552.0,89.7,143.9,75.35,373273.0,3400919808.0,180.15131856189979,-2.0573920490224338,8.82745851659864,-7.957417504567013,26.288004896651863,393.93796967967387,0.6076744067057042
BYDNR.IS,BAYDONER RESTORANLARI,Consumer Cyclical,Restaurants,"Baydoner Restoranlari A.S. operates and franchises a chain of restaurants in Turkey and Iraq. The company was incorporated in 2007 and is based in Izmir, Turkey.",0.6020684931506849,272758.92834240035,1.5751232,1.0133572,-4.952,84000000.0,2120397312.0,-105008624.0,24.92,39.2,18.78,646154.0,2148719872.0,225.3582219839096,25.76204391252903,15.225220921654884,-6.231674194098029,20.77431329146412,1973.3936592105404,0.6143458483560613
CANTE.IS,CAN2 TERMIK,Utilities,Utilities - Independent Power Producers,"Can2 Termik A.S. operates a coal thermal power plant in Turkey. The company's power plant has an installed capacity of 340 MWm/330 Mwe. It also engages in the mining business. The company was incorporated in 2003 and is headquartered in Istanbul, Turkey. Can2 Termik A.S. is a subsidiary of Odas Elektrik Uretim Sanayi Ticaret A.S.",-0.819,489.1192857857143,0.7113145,2.9017978,-21.209998,7000000000.0,4125029120.0,-874917568.0,1.69,2.921564,1.39,203462991.0,11969999872.0,1.7100000381469729,11.76471046556293,5.555557599610584,-14.925370832819825,-20.252469837802163,643.5687830619264,0.5895728386696393
CASA.IS,CASA EMTIA PETROL,Consumer Cyclical,Specialty Retail,"Casa Emtia Petrol Kimyevi ve Turevleri San. Tic. A.S. engages in trading of commodities in Turkey. It offers gasoline, diesel, and fuel oil products; and operates fuel stations. The company was founded in 1976 and is headquartered in Istanbul, Turkey.",1.389,7.019896,1.7461377,5.1935244,229.216,4889240.0,78607704.0,180181696.0,79.95,113.0,75.6,21284.0,408251040.0,81.1500015258789,-7.7840891751376065,-5.364429707429848,-17.905915246803005,-6.347374383319969,801.8638340727161,0.8251195905705794
CATES.IS,CATES ELEKTRIK,Utilities,Utilities - Independent Power Producers,"Cates Elektrik Uretim Anonim Sirketi engages in the production and sale of electricity through its thermal power plant. The company was founded in 2014 and is based in Mugla, Turkey.",0.538,489.1192857857143,0.56376,1.759861,-7.6069996,165200000.0,3572732160.0,-271779840.0,35.84,94.75,33.34,1437301.0,6287512064.0,31.623912946037624,2.864868576462204,-6.024687967182678,-19.53487951968041,-5.370461914109182,1180.6800466612194,0.5392028834760155
CCOLA.IS,COCA COLA ICECEK,Consumer Defensive,Beverages - Non-Alcoholic,"Coca-Cola Icecek Anonim Sirketi, together with its subsidiaries, engages in the production, sales, and distribution of sparkling and still beverages in Turkey, Pakistan, Central Asia, and the Middle East. The company offers sparkling soft drinks, fruit juice and ice drinks, water, sparkling water, energy drinks, and coffee under the Coca-Cola, Coca-Cola Zero Sugar, Coca-Cola Light, Coke Diet, Fanta, Sprite, Sprite Zero Sugar, Schweppes, Crystal Cola, Fuse tea, Fuze tea, Piko, Cappy, Tempo, Damla, Damla Minera, Dasani, Dasani minera, bon aqua, alwaha, arwa, Kinley, Kinley soda, POWER ADE, Monster Energy, BURN, PREDATOR ENERGY, ROARX, and Costa Coffee brands. The company was founded in 1964 and is based in Istanbul, Turkey.",0.609,85.63967451794872,3.1970513,1.796532,13.445,2798080000.0,95240495104.0,12805106688.0,60.0,922.0,42.94,5895464.0,171102601216.0,61.150001525878906,9.88319829145438,3.2939201652176293,-92.37531153043903,-87.38032724586809,61.25898675904475,1.1379749939595754
CELHA.IS,CELIK HALAT,Industrials,Metal Fabrication,"Celik Halat ve Tel Sanayii A.S. produces and supplies steel wire ropes and wires worldwide. The company offers steel wire ropes that are used in construction, marine, fishery, petroleum, and mining industries, as well as in elevators, chairlifts, and cranes; and industrial steel, industrial galvanized steel, and patented wires for use in the automotive, white goods, agriculture, defense industry, furniture, and construction sectors. It also provides prestressed concrete strand that is used in bridge girder production, prefabricated construction elements, ground and mine anchorages, nuclear power stations, and silo and housing constructions. The company was founded in 1962 and is based in Izmit, Turkey. As of November 29, 2022, Celik Halat ve Tel Sanayii A.S. operates as a subsidiary of Artas Insaat Sanayi ve Ticaret A.S.",1.007,447261.5858784082,2.7136302,1.9732065,6.068,101033000.0,1120309504.0,67982032.0,22.0,47.7,21.517443,1627652.0,2210601984.0,21.8799991607666,-3.781884868107345,-23.97498735669122,-4.454150544781257,3.351107161371547,1465.500346206341,0.6027428224710182
CEMAS.IS,CEMAS DOKUM,Industrials,Metal Fabrication,"Cemas Dokum Sanayi A.S. provides alloyed grinding products for the cement and mining industries. It offers gear and transmission boxes, axe cases, and hydraulic body products; front gear body and spring connection parts; and differential body products, exhaust manifold gaskets, brackets, supports, brake discs and thimbles, clutch pressure plates and frames, suspension arms, ball joints, steering connection plates, flywheels, flywheel bodies and covers, crankshafts, water pump bodies and components, air conditioner parts, drums, hubs, motor connection clamps, spring bearings, motor caps, front supports, planet gears, and brake pistons, as well as thermostat, regulator, and balancing bodies. The company also produces cast parts for use in the machining and assembly lines for white goods. In addition, it offers nodular and grey iron, and machining parts for industrial, marine, construction, compressor, hydraulic pump, heavy construction equipment, and other sectors. The company was incorporated in 1976 and is based in Kirsehir, Turkey.",0.5784696969696969,447261.5858784082,0.88943624,1.6104254,-17.316000000000003,735913984.0,1485148288.0,-257173920.0,3.21,5.65,3.03,13257008.0,2391720448.0,3.25,0.0,-7.142857142857142,-14.473683137312475,-16.66666870443225,225.2605424183345,0.5443362878505145
CEMTS.IS,CEMTAS,Basic Materials,Steel,"Cemtas Celik Makina Sanayi ve Ticaret A.S. produces and selss of steel products in Turkey. The company offers specialty steel products, including spring steel flat, peeled round, and hot rolled round bars in various steel qualities, consisting of spring, carbon, quench and tempering, micro alloy, boron, case hardening, free cutting, stainless, carbon toll and bearing, and structural steel. It provides stabilizer bars. The company serves automotive supply, wind energy, machine manufacturing, and defence industries. It also exports its products. The company was incorporated in 1970 and is headquartered in Bursa, Turkey. Cemtas Celik Makina Sanayi ve Ticaret A.S. is a subsidiary of Bursa Cimento Fabrikasi A.S.",0.457,38.250004,0.9377874,1.1025906,2.9059999,500000000.0,4162923264.0,120983016.0,9.01,14.18,7.85,2352120.0,4590000128.0,9.18000030517578,4.199771486221788,2.5698379979019164,-25.365852334776896,-1.3175628884829886,494.1028707986318,0.4961944156697838
